"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.masterEnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",,"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.secondaryGnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",
45.986,0,45.986,0
45.987,0,45.987,0
45.988,0,45.988,0
45.989,0,45.989,0
45.99,0,45.99,0
45.991,1,45.991,0
45.992,0,45.992,3
45.993,3,45.993,2
45.994,5,45.994,2
45.995,3,45.995,1
45.996,1,45.996,1
45.997,3,45.997,0
45.998,1,45.998,0
45.999,3,45.999,1
46,3,46,1
46.001,2,46.001,0
46.002,0,46.002,1
46.003,0,46.003,0
46.004,0,46.004,0
46.005,0,46.005,0
46.006,0,46.006,0
46.007,0,46.007,0
46.008,0,46.008,0
46.009,0,46.009,0
46.01,0,46.01,0
46.011,1,46.011,0
46.012,0,46.012,3
46.013,3,46.013,2
46.014,5,46.014,2
46.015,3,46.015,1
46.016,2,46.016,1
46.017,3,46.017,0
46.018,1,46.018,0
46.019,3,46.019,1
46.02,3,46.02,1
46.021,2,46.021,0
46.022,0,46.022,1
46.023,0,46.023,0
46.024,0,46.024,0
46.025,0,46.025,0
46.026,0,46.026,0
46.027,0,46.027,0
46.028,0,46.028,0
46.029,0,46.029,0
46.03,0,46.03,0
46.031,1,46.031,0
46.032,0,46.032,3
46.033,3,46.033,2
46.034,5,46.034,2
46.035,3,46.035,1
46.036,1,46.036,1
46.037,3,46.037,0
46.038,1,46.038,0
46.039,3,46.039,1
46.04,3,46.04,1
46.041,2,46.041,0
46.042,0,46.042,1
46.043,0,46.043,0
46.044,0,46.044,0
46.045,0,46.045,0
46.046,0,46.046,0
46.047,0,46.047,0
46.048,0,46.048,0
46.049,0,46.049,0
46.05,0,46.05,0
46.051,1,46.051,0
46.052,0,46.052,3
46.053,3,46.053,2
46.054,5,46.054,2
46.055,3,46.055,1
46.056,1,46.056,1
46.057,3,46.057,0
46.058,1,46.058,0
46.059,3,46.059,1
46.06,4,46.06,1
46.061,2,46.061,0
46.062,0,46.062,0
46.063,0,46.063,0
46.064,0,46.064,0
46.065,0,46.065,0
46.066,0,46.066,1
46.067,0,46.067,0
46.068,0,46.068,0
46.069,0,46.069,0
46.07,0,46.07,0
46.071,1,46.071,0
46.072,0,46.072,3
46.073,3,46.073,2
46.074,5,46.074,2
46.075,3,46.075,1
46.076,1,46.076,1
46.077,3,46.077,0
46.078,1,46.078,0
46.079,3,46.079,1
46.08,4,46.08,1
46.081,2,46.081,0
46.082,0,46.082,0
46.083,0,46.083,0
46.084,0,46.084,0
46.085,0,46.085,0
46.086,0,46.086,1
46.087,0,46.087,0
46.088,0,46.088,0
46.089,0,46.089,0
46.09,0,46.09,0
46.091,1,46.091,0
46.092,0,46.092,3
46.093,3,46.093,2
46.094,5,46.094,2
46.095,3,46.095,1
46.096,1,46.096,1
46.097,3,46.097,0
46.098,1,46.098,0
46.099,3,46.099,1
46.1,3,46.1,1
46.101,2,46.101,0
46.102,0,46.102,0
46.103,0,46.103,0
46.104,0,46.104,0
46.105,0,46.105,0
46.106,0,46.106,0
46.107,0,46.107,0
46.108,0,46.108,0
46.109,0,46.109,0
46.11,0,46.11,0
46.111,1,46.111,0
46.112,0,46.112,3
46.113,3,46.113,2
46.114,5,46.114,2
46.115,3,46.115,1
46.116,2,46.116,1
46.117,3,46.117,0
46.118,1,46.118,0
46.119,3,46.119,1
46.12,4,46.12,1
46.121,2,46.121,0
46.122,0,46.122,1
46.123,0,46.123,0
46.124,0,46.124,0
46.125,0,46.125,0
46.126,0,46.126,0
46.127,0,46.127,0
46.128,0,46.128,0
46.129,0,46.129,0
46.13,0,46.13,0
46.131,1,46.131,0
46.132,0,46.132,3
46.133,3,46.133,2
46.134,5,46.134,2
46.135,3,46.135,1
46.136,1,46.136,1
46.137,3,46.137,0
46.138,1,46.138,0
46.139,3,46.139,1
46.14,4,46.14,1
46.141,2,46.141,0
46.142,0,46.142,1
46.143,0,46.143,0
46.144,0,46.144,0
46.145,0,46.145,0
46.146,0,46.146,0
46.147,0,46.147,0
46.148,0,46.148,0
46.149,0,46.149,0
46.15,0,46.15,0
46.151,1,46.151,0
46.152,0,46.152,3
46.153,3,46.153,2
46.154,5,46.154,2
46.155,3,46.155,1
46.156,1,46.156,1
46.157,3,46.157,0
46.158,1,46.158,0
46.159,3,46.159,1
46.16,3,46.16,1
46.161,2,46.161,0
46.162,0,46.162,1
46.163,0,46.163,0
46.164,0,46.164,0
46.165,0,46.165,0
46.166,0,46.166,0
46.167,0,46.167,0
46.168,0,46.168,0
46.169,0,46.169,0
46.17,0,46.17,0
46.171,1,46.171,0
46.172,0,46.172,3
46.173,3,46.173,2
46.174,5,46.174,2
46.175,3,46.175,1
46.176,1,46.176,1
46.177,3,46.177,0
46.178,1,46.178,0
46.179,3,46.179,1
46.18,3,46.18,1
46.181,2,46.181,0
46.182,0,46.182,1
46.183,0,46.183,0
46.184,0,46.184,0
46.185,0,46.185,0
46.186,0,46.186,0
46.187,0,46.187,0
46.188,0,46.188,0
46.189,0,46.189,0
46.19,0,46.19,0
46.191,1,46.191,0
46.192,0,46.192,3
46.193,3,46.193,2
46.194,5,46.194,2
46.195,3,46.195,1
46.196,1,46.196,1
46.197,3,46.197,0
46.198,1,46.198,0
46.199,3,46.199,1
46.2,4,46.2,1
46.201,0,46.201,0
46.202,0,46.202,1
46.203,0,46.203,0
46.204,0,46.204,0
46.205,0,46.205,0
46.206,0,46.206,0
46.207,0,46.207,0
46.208,0,46.208,0
46.209,0,46.209,0
46.21,0,46.21,0
46.211,1,46.211,0
46.212,0,46.212,3
46.213,3,46.213,2
46.214,5,46.214,2
46.215,2,46.215,1
46.216,1,46.216,1
46.217,3,46.217,0
46.218,1,46.218,0
46.219,3,46.219,1
46.22,4,46.22,1
46.221,0,46.221,0
46.222,0,46.222,0
46.223,0,46.223,0
46.224,0,46.224,0
46.225,0,46.225,0
46.226,0,46.226,0
46.227,0,46.227,0
46.228,0,46.228,0
46.229,0,46.229,0
46.23,0,46.23,0
46.231,1,46.231,0
46.232,0,46.232,3
46.233,3,46.233,2
46.234,5,46.234,2
46.235,3,46.235,1
46.236,1,46.236,1
46.237,3,46.237,0
46.238,1,46.238,0
46.239,3,46.239,1
46.24,5,46.24,1
46.241,0,46.241,0
46.242,0,46.242,1
46.243,0,46.243,0
46.244,0,46.244,0
46.245,0,46.245,0
46.246,0,46.246,0
46.247,0,46.247,0
46.248,0,46.248,0
46.249,0,46.249,0
46.25,0,46.25,0
46.251,1,46.251,0
46.252,0,46.252,3
46.253,3,46.253,2
46.254,5,46.254,2
46.255,3,46.255,1
46.256,1,46.256,1
46.257,3,46.257,0
46.258,1,46.258,0
46.259,3,46.259,1
46.26,4,46.26,1
46.261,0,46.261,0
46.262,0,46.262,1
46.263,0,46.263,0
46.264,0,46.264,0
46.265,0,46.265,0
46.266,0,46.266,0
46.267,0,46.267,0
46.268,0,46.268,0
46.269,0,46.269,0
46.27,0,46.27,0
46.271,1,46.271,0
46.272,0,46.272,3
46.273,3,46.273,2
46.274,5,46.274,2
46.275,3,46.275,1
46.276,1,46.276,1
46.277,3,46.277,0
46.278,1,46.278,0
46.279,3,46.279,1
46.28,3,46.28,1
46.281,2,46.281,0
46.282,0,46.282,1
46.283,0,46.283,0
46.284,0,46.284,0
46.285,0,46.285,0
46.286,0,46.286,0
46.287,0,46.287,0
46.288,0,46.288,0
46.289,0,46.289,0
46.29,0,46.29,0
46.291,1,46.291,0
46.292,0,46.292,3
46.293,3,46.293,2
46.294,5,46.294,2
46.295,3,46.295,1
46.296,1,46.296,1
46.297,3,46.297,0
46.298,1,46.298,0
46.299,3,46.299,1
46.3,4,46.3,1
46.301,0,46.301,0
46.302,0,46.302,1
46.303,0,46.303,0
46.304,0,46.304,0
46.305,0,46.305,0
46.306,0,46.306,0
46.307,0,46.307,0
46.308,0,46.308,0
46.309,0,46.309,0
46.31,0,46.31,0
46.311,1,46.311,0
46.312,0,46.312,3
46.313,3,46.313,2
46.314,5,46.314,2
46.315,3,46.315,1
46.316,1,46.316,1
46.317,3,46.317,0
46.318,1,46.318,0
46.319,3,46.319,1
46.32,4,46.32,1
46.321,0,46.321,0
46.322,0,46.322,1
46.323,0,46.323,0
46.324,0,46.324,0
46.325,0,46.325,0
46.326,0,46.326,0
46.327,0,46.327,0
46.328,0,46.328,0
46.329,0,46.329,0
46.33,0,46.33,0
46.331,1,46.331,0
46.332,0,46.332,3
46.333,3,46.333,2
46.334,5,46.334,2
46.335,3,46.335,1
46.336,1,46.336,1
46.337,3,46.337,0
46.338,1,46.338,0
46.339,3,46.339,1
46.34,5,46.34,1
46.341,0,46.341,0
46.342,0,46.342,1
46.343,0,46.343,0
46.344,0,46.344,0
46.345,0,46.345,0
46.346,0,46.346,1
46.347,0,46.347,0
46.348,0,46.348,0
46.349,0,46.349,0
46.35,0,46.35,0
46.351,1,46.351,0
46.352,0,46.352,3
46.353,3,46.353,2
46.354,5,46.354,2
46.355,3,46.355,1
46.356,1,46.356,1
46.357,3,46.357,0
46.358,1,46.358,0
46.359,3,46.359,1
46.36,5,46.36,1
46.361,0,46.361,0
46.362,0,46.362,1
46.363,0,46.363,0
46.364,0,46.364,0
46.365,0,46.365,0
46.366,0,46.366,0
46.367,0,46.367,0
46.368,0,46.368,0
46.369,0,46.369,0
46.37,0,46.37,0
46.371,1,46.371,0
46.372,0,46.372,3
46.373,3,46.373,2
46.374,5,46.374,2
46.375,3,46.375,1
46.376,1,46.376,1
46.377,3,46.377,0
46.378,1,46.378,0
46.379,3,46.379,1
46.38,4,46.38,1
46.381,2,46.381,0
46.382,0,46.382,1
46.383,0,46.383,0
46.384,0,46.384,0
46.385,0,46.385,0
46.386,0,46.386,1
46.387,0,46.387,0
46.388,0,46.388,0
46.389,0,46.389,0
46.39,0,46.39,0
46.391,1,46.391,0
46.392,0,46.392,3
46.393,3,46.393,2
46.394,5,46.394,2
46.395,3,46.395,1
46.396,1,46.396,1
46.397,3,46.397,0
46.398,1,46.398,0
46.399,3,46.399,1
46.4,4,46.4,1
46.401,0,46.401,0
46.402,0,46.402,1
46.403,0,46.403,0
46.404,0,46.404,0
46.405,0,46.405,0
46.406,0,46.406,0
46.407,0,46.407,0
46.408,0,46.408,0
46.409,0,46.409,0
46.41,0,46.41,0
46.411,1,46.411,0
46.412,0,46.412,3
46.413,3,46.413,2
46.414,5,46.414,2
46.415,3,46.415,1
46.416,1,46.416,1
46.417,3,46.417,0
46.418,1,46.418,0
46.419,3,46.419,1
46.42,4,46.42,1
46.421,0,46.421,0
46.422,0,46.422,1
46.423,0,46.423,0
46.424,0,46.424,0
46.425,0,46.425,0
46.426,0,46.426,0
46.427,0,46.427,0
46.428,0,46.428,0
46.429,0,46.429,0
46.43,0,46.43,0
46.431,1,46.431,0
46.432,0,46.432,3
46.433,3,46.433,2
46.434,5,46.434,2
46.435,3,46.435,1
46.436,1,46.436,1
46.437,3,46.437,0
46.438,1,46.438,0
46.439,3,46.439,1
46.44,5,46.44,1
46.441,0,46.441,0
46.442,0,46.442,1
46.443,0,46.443,0
46.444,0,46.444,0
46.445,0,46.445,0
46.446,0,46.446,1
46.447,0,46.447,0
46.448,0,46.448,0
46.449,0,46.449,0
46.45,0,46.45,0
46.451,1,46.451,0
46.452,0,46.452,3
46.453,3,46.453,2
46.454,5,46.454,2
46.455,3,46.455,1
46.456,1,46.456,1
46.457,3,46.457,0
46.458,1,46.458,0
46.459,3,46.459,1
46.46,4,46.46,1
46.461,0,46.461,0
46.462,0,46.462,1
46.463,0,46.463,0
46.464,0,46.464,0
46.465,0,46.465,0
46.466,0,46.466,0
46.467,0,46.467,0
46.468,0,46.468,0
46.469,0,46.469,0
46.47,0,46.47,0
46.471,1,46.471,0
46.472,0,46.472,3
46.473,3,46.473,2
46.474,5,46.474,2
46.475,3,46.475,1
46.476,1,46.476,1
46.477,3,46.477,0
46.478,1,46.478,0
46.479,3,46.479,1
46.48,3,46.48,1
46.481,2,46.481,0
46.482,0,46.482,1
46.483,0,46.483,0
46.484,0,46.484,0
46.485,0,46.485,0
46.486,0,46.486,0
46.487,0,46.487,0
46.488,0,46.488,0
46.489,0,46.489,0
46.49,0,46.49,0
46.491,1,46.491,0
46.492,0,46.492,3
46.493,3,46.493,2
46.494,5,46.494,2
46.495,3,46.495,1
46.496,1,46.496,1
46.497,3,46.497,0
46.498,1,46.498,0
46.499,3,46.499,1
46.5,4,46.5,1
46.501,0,46.501,0
46.502,0,46.502,1
46.503,0,46.503,0
46.504,0,46.504,0
46.505,0,46.505,0
46.506,0,46.506,0
46.507,0,46.507,0
46.508,0,46.508,0
46.509,0,46.509,0
46.51,0,46.51,0
46.511,1,46.511,0
46.512,0,46.512,3
46.513,3,46.513,2
46.514,5,46.514,2
46.515,3,46.515,1
46.516,1,46.516,1
46.517,3,46.517,0
46.518,1,46.518,0
46.519,3,46.519,1
46.52,4,46.52,1
46.521,0,46.521,0
46.522,0,46.522,1
46.523,0,46.523,0
46.524,0,46.524,0
46.525,0,46.525,0
46.526,0,46.526,0
46.527,0,46.527,0
46.528,0,46.528,0
46.529,0,46.529,0
46.53,0,46.53,0
46.531,1,46.531,0
46.532,0,46.532,3
46.533,3,46.533,2
46.534,5,46.534,2
46.535,3,46.535,1
46.536,1,46.536,1
46.537,3,46.537,0
46.538,1,46.538,0
46.539,3,46.539,1
46.54,4,46.54,1
46.541,0,46.541,0
46.542,0,46.542,1
46.543,0,46.543,0
46.544,0,46.544,0
46.545,0,46.545,0
46.546,0,46.546,0
46.547,0,46.547,0
46.548,0,46.548,0
46.549,0,46.549,0
46.55,0,46.55,0
46.551,1,46.551,0
46.552,0,46.552,3
46.553,3,46.553,2
46.554,5,46.554,2
46.555,3,46.555,1
46.556,1,46.556,1
46.557,3,46.557,0
46.558,1,46.558,1
46.559,3,46.559,1
46.56,4,46.56,1
46.561,0,46.561,0
46.562,0,46.562,1
46.563,0,46.563,0
46.564,0,46.564,0
46.565,0,46.565,0
46.566,0,46.566,0
46.567,0,46.567,0
46.568,0,46.568,0
46.569,0,46.569,0
46.57,0,46.57,0
46.571,1,46.571,0
46.572,0,46.572,3
46.573,3,46.573,2
46.574,5,46.574,2
46.575,3,46.575,1
46.576,1,46.576,1
46.577,3,46.577,0
46.578,1,46.578,0
46.579,3,46.579,1
46.58,3,46.58,1
46.581,2,46.581,0
46.582,0,46.582,1
46.583,0,46.583,0
46.584,0,46.584,0
46.585,0,46.585,0
46.586,0,46.586,0
46.587,0,46.587,0
46.588,0,46.588,0
46.589,0,46.589,0
46.59,0,46.59,0
46.591,1,46.591,0
46.592,0,46.592,3
46.593,3,46.593,2
46.594,5,46.594,2
46.595,3,46.595,1
46.596,1,46.596,1
46.597,3,46.597,0
46.598,1,46.598,0
46.599,3,46.599,1
46.6,4,46.6,1
46.601,0,46.601,0
46.602,0,46.602,1
46.603,0,46.603,0
46.604,0,46.604,0
46.605,0,46.605,0
46.606,0,46.606,0
46.607,0,46.607,0
46.608,0,46.608,0
46.609,0,46.609,0
46.61,0,46.61,0
46.611,1,46.611,0
46.612,0,46.612,3
46.613,3,46.613,2
46.614,5,46.614,2
46.615,2,46.615,1
46.616,1,46.616,1
46.617,3,46.617,0
46.618,1,46.618,0
46.619,3,46.619,1
46.62,4,46.62,1
46.621,2,46.621,0
46.622,0,46.622,1
46.623,0,46.623,0
46.624,0,46.624,0
46.625,0,46.625,0
46.626,0,46.626,0
46.627,0,46.627,0
46.628,0,46.628,0
46.629,0,46.629,0
46.63,0,46.63,0
46.631,1,46.631,0
46.632,0,46.632,3
46.633,3,46.633,2
46.634,5,46.634,2
46.635,3,46.635,1
46.636,1,46.636,1
46.637,3,46.637,0
46.638,1,46.638,0
46.639,3,46.639,1
46.64,5,46.64,1
46.641,0,46.641,0
46.642,0,46.642,1
46.643,0,46.643,0
46.644,0,46.644,0
46.645,0,46.645,0
46.646,0,46.646,0
46.647,0,46.647,0
46.648,0,46.648,0
46.649,0,46.649,0
46.65,0,46.65,0
46.651,1,46.651,0
46.652,0,46.652,3
46.653,3,46.653,2
46.654,5,46.654,2
46.655,3,46.655,1
46.656,1,46.656,1
46.657,3,46.657,0
46.658,1,46.658,0
46.659,3,46.659,1
46.66,4,46.66,1
46.661,0,46.661,0
46.662,0,46.662,1
46.663,0,46.663,0
46.664,0,46.664,0
46.665,0,46.665,0
46.666,0,46.666,0
46.667,0,46.667,0
46.668,0,46.668,0
46.669,0,46.669,0
46.67,0,46.67,0
46.671,1,46.671,0
46.672,0,46.672,3
46.673,3,46.673,2
46.674,5,46.674,2
46.675,3,46.675,1
46.676,1,46.676,1
46.677,3,46.677,0
46.678,1,46.678,0
46.679,3,46.679,1
46.68,3,46.68,1
46.681,2,46.681,0
46.682,0,46.682,1
46.683,0,46.683,0
46.684,0,46.684,0
46.685,0,46.685,0
46.686,0,46.686,0
46.687,0,46.687,0
46.688,0,46.688,0
46.689,0,46.689,0
46.69,0,46.69,0
46.691,1,46.691,0
46.692,0,46.692,3
46.693,3,46.693,2
46.694,5,46.694,2
46.695,3,46.695,1
46.696,1,46.696,1
46.697,3,46.697,0
46.698,1,46.698,0
46.699,3,46.699,1
46.7,3,46.7,1
46.701,2,46.701,0
46.702,0,46.702,0
46.703,0,46.703,0
46.704,0,46.704,0
46.705,0,46.705,0
46.706,0,46.706,0
46.707,0,46.707,0
46.708,0,46.708,0
46.709,0,46.709,0
46.71,0,46.71,0
46.711,1,46.711,0
46.712,0,46.712,3
46.713,3,46.713,2
46.714,5,46.714,2
46.715,3,46.715,1
46.716,1,46.716,1
46.717,3,46.717,0
46.718,1,46.718,0
46.719,3,46.719,1
46.72,3,46.72,1
46.721,2,46.721,0
46.722,0,46.722,0
46.723,0,46.723,0
46.724,0,46.724,0
46.725,0,46.725,0
46.726,0,46.726,0
46.727,0,46.727,0
46.728,0,46.728,0
46.729,0,46.729,0
46.73,0,46.73,0
46.731,1,46.731,0
46.732,0,46.732,3
46.733,3,46.733,2
46.734,5,46.734,2
46.735,3,46.735,1
46.736,1,46.736,1
46.737,3,46.737,0
46.738,1,46.738,0
46.739,3,46.739,1
46.74,4,46.74,1
46.741,2,46.741,0
46.742,0,46.742,0
46.743,0,46.743,0
46.744,0,46.744,0
46.745,0,46.745,0
46.746,0,46.746,0
46.747,0,46.747,0
46.748,0,46.748,0
46.749,0,46.749,0
46.75,0,46.75,0
46.751,1,46.751,0
46.752,0,46.752,3
46.753,3,46.753,2
46.754,5,46.754,2
46.755,3,46.755,1
46.756,1,46.756,1
46.757,3,46.757,0
46.758,1,46.758,0
46.759,3,46.759,1
46.76,3,46.76,1
46.761,2,46.761,0
46.762,0,46.762,1
46.763,0,46.763,0
46.764,0,46.764,0
46.765,0,46.765,0
46.766,0,46.766,0
46.767,0,46.767,0
46.768,0,46.768,0
46.769,0,46.769,0
46.77,0,46.77,0
46.771,1,46.771,0
46.772,0,46.772,3
46.773,3,46.773,2
46.774,5,46.774,2
46.775,3,46.775,1
46.776,1,46.776,1
46.777,3,46.777,0
46.778,1,46.778,0
46.779,3,46.779,1
46.78,3,46.78,1
46.781,2,46.781,0
46.782,0,46.782,1
46.783,0,46.783,0
46.784,0,46.784,0
46.785,0,46.785,0
46.786,0,46.786,0
46.787,0,46.787,0
46.788,0,46.788,0
46.789,0,46.789,0
46.79,0,46.79,0
46.791,1,46.791,0
46.792,0,46.792,3
46.793,3,46.793,2
46.794,5,46.794,2
46.795,3,46.795,1
46.796,1,46.796,1
46.797,3,46.797,0
46.798,1,46.798,1
46.799,3,46.799,1
46.8,3,46.8,1
46.801,2,46.801,0
46.802,0,46.802,1
46.803,0,46.803,0
46.804,0,46.804,0
46.805,0,46.805,0
46.806,0,46.806,0
46.807,0,46.807,0
46.808,0,46.808,0
46.809,0,46.809,0
46.81,0,46.81,0
46.811,1,46.811,0
46.812,0,46.812,3
46.813,3,46.813,2
46.814,5,46.814,2
46.815,3,46.815,1
46.816,1,46.816,1
46.817,3,46.817,0
46.818,1,46.818,0
46.819,3,46.819,1
46.82,3,46.82,1
46.821,2,46.821,0
46.822,0,46.822,1
46.823,0,46.823,0
46.824,0,46.824,0
46.825,0,46.825,0
46.826,0,46.826,0
46.827,0,46.827,0
46.828,0,46.828,0
46.829,0,46.829,0
46.83,0,46.83,0
46.831,1,46.831,0
46.832,0,46.832,3
46.833,3,46.833,2
46.834,5,46.834,2
46.835,3,46.835,1
46.836,1,46.836,1
46.837,3,46.837,0
46.838,1,46.838,0
46.839,3,46.839,1
46.84,4,46.84,1
46.841,2,46.841,0
46.842,0,46.842,1
46.843,0,46.843,0
46.844,0,46.844,0
46.845,0,46.845,0
46.846,0,46.846,1
46.847,0,46.847,0
46.848,0,46.848,0
46.849,0,46.849,0
46.85,0,46.85,0
46.851,1,46.851,0
46.852,0,46.852,3
46.853,3,46.853,2
46.854,5,46.854,2
46.855,3,46.855,1
46.856,1,46.856,1
46.857,3,46.857,0
46.858,1,46.858,0
46.859,3,46.859,1
46.86,3,46.86,1
46.861,2,46.861,0
46.862,0,46.862,1
46.863,0,46.863,0
46.864,0,46.864,0
46.865,0,46.865,0
46.866,0,46.866,0
46.867,0,46.867,0
46.868,0,46.868,0
46.869,0,46.869,0
46.87,0,46.87,0
46.871,1,46.871,0
46.872,0,46.872,3
46.873,3,46.873,2
46.874,5,46.874,2
46.875,3,46.875,1
46.876,1,46.876,1
46.877,3,46.877,0
46.878,1,46.878,0
46.879,3,46.879,1
46.88,3,46.88,1
46.881,2,46.881,0
46.882,0,46.882,1
46.883,0,46.883,0
46.884,0,46.884,0
46.885,0,46.885,0
46.886,0,46.886,0
46.887,0,46.887,0
46.888,0,46.888,0
46.889,0,46.889,0
46.89,0,46.89,0
46.891,1,46.891,0
46.892,0,46.892,3
46.893,3,46.893,2
46.894,5,46.894,2
46.895,3,46.895,1
46.896,1,46.896,1
46.897,3,46.897,0
46.898,1,46.898,0
46.899,3,46.899,1
46.9,4,46.9,1
46.901,2,46.901,0
46.902,0,46.902,1
46.903,0,46.903,0
46.904,0,46.904,0
46.905,0,46.905,0
46.906,0,46.906,0
46.907,0,46.907,0
46.908,0,46.908,0
46.909,0,46.909,0
46.91,0,46.91,0
46.911,1,46.911,0
46.912,0,46.912,3
46.913,3,46.913,2
46.914,5,46.914,2
46.915,3,46.915,1
46.916,1,46.916,1
46.917,3,46.917,0
46.918,1,46.918,0
46.919,3,46.919,1
46.92,3,46.92,1
46.921,2,46.921,0
46.922,0,46.922,0
46.923,0,46.923,0
46.924,0,46.924,0
46.925,0,46.925,0
46.926,0,46.926,0
46.927,0,46.927,0
46.928,0,46.928,0
46.929,0,46.929,0
46.93,0,46.93,0
46.931,1,46.931,0
46.932,0,46.932,3
46.933,3,46.933,2
46.934,5,46.934,2
46.935,3,46.935,1
46.936,1,46.936,1
46.937,3,46.937,0
46.938,1,46.938,0
46.939,3,46.939,1
46.94,4,46.94,1
46.941,2,46.941,0
46.942,0,46.942,1
46.943,0,46.943,0
46.944,0,46.944,0
46.945,0,46.945,0
46.946,0,46.946,0
46.947,0,46.947,0
46.948,0,46.948,0
46.949,0,46.949,0
46.95,0,46.95,0
46.951,1,46.951,0
46.952,0,46.952,3
46.953,3,46.953,2
46.954,5,46.954,2
46.955,3,46.955,1
46.956,1,46.956,1
46.957,3,46.957,0
46.958,1,46.958,0
46.959,3,46.959,1
46.96,3,46.96,1
46.961,2,46.961,0
46.962,0,46.962,1
46.963,0,46.963,0
46.964,0,46.964,0
46.965,0,46.965,0
46.966,0,46.966,0
46.967,0,46.967,0
46.968,0,46.968,0
46.969,0,46.969,0
46.97,0,46.97,0
46.971,1,46.971,0
46.972,0,46.972,3
46.973,3,46.973,2
46.974,5,46.974,2
46.975,3,46.975,1
46.976,1,46.976,1
46.977,3,46.977,0
46.978,1,46.978,0
46.979,3,46.979,1
46.98,3,46.98,1
46.981,2,46.981,0
46.982,0,46.982,1
46.983,0,46.983,0
46.984,0,46.984,0
46.985,0,46.985,0
46.986,0,46.986,0
46.987,0,46.987,0
46.988,0,46.988,0
46.989,0,46.989,0
46.99,0,46.99,0
46.991,1,46.991,0
46.992,0,46.992,3
46.993,3,46.993,2
46.994,5,46.994,2
46.995,3,46.995,1
46.996,1,46.996,1
46.997,3,46.997,0
46.998,1,46.998,0
46.999,3,46.999,1
47,3,47,1
47.001,2,47.001,0
47.002,0,47.002,1
47.003,0,47.003,0
47.004,0,47.004,0
47.005,0,47.005,0
47.006,0,47.006,0
47.007,0,47.007,0
47.008,0,47.008,0
47.009,0,47.009,0
47.01,0,47.01,0
47.011,1,47.011,0
47.012,0,47.012,3
47.013,3,47.013,2
47.014,5,47.014,2
47.015,2,47.015,1
47.016,1,47.016,1
47.017,3,47.017,0
47.018,1,47.018,0
47.019,3,47.019,1
47.02,3,47.02,1
47.021,4,47.021,0
47.022,0,47.022,1
47.023,0,47.023,0
47.024,0,47.024,0
47.025,0,47.025,0
47.026,0,47.026,0
47.027,0,47.027,0
47.028,0,47.028,0
47.029,0,47.029,0
47.03,0,47.03,0
47.031,1,47.031,0
47.032,0,47.032,3
47.033,3,47.033,2
47.034,5,47.034,2
47.035,3,47.035,1
47.036,1,47.036,1
47.037,3,47.037,0
47.038,1,47.038,1
47.039,3,47.039,1
47.04,3,47.04,1
47.041,2,47.041,0
47.042,0,47.042,1
47.043,0,47.043,0
47.044,0,47.044,0
47.045,0,47.045,0
47.046,0,47.046,0
47.047,0,47.047,0
47.048,0,47.048,0
47.049,0,47.049,0
47.05,0,47.05,0
47.051,1,47.051,0
47.052,0,47.052,3
47.053,3,47.053,2
47.054,5,47.054,2
47.055,3,47.055,1
47.056,1,47.056,1
47.057,3,47.057,0
47.058,1,47.058,0
47.059,3,47.059,1
47.06,4,47.06,1
47.061,2,47.061,0
47.062,0,47.062,1
47.063,0,47.063,0
47.064,0,47.064,0
47.065,0,47.065,0
47.066,0,47.066,0
47.067,0,47.067,0
47.068,0,47.068,0
47.069,0,47.069,0
47.07,0,47.07,0
47.071,1,47.071,0
47.072,0,47.072,3
47.073,3,47.073,2
47.074,5,47.074,2
47.075,3,47.075,1
47.076,1,47.076,1
47.077,3,47.077,0
47.078,1,47.078,0
47.079,3,47.079,1
47.08,3,47.08,1
47.081,2,47.081,0
47.082,0,47.082,1
47.083,0,47.083,0
47.084,0,47.084,0
47.085,0,47.085,0
47.086,0,47.086,0
47.087,0,47.087,0
47.088,0,47.088,0
47.089,0,47.089,0
47.09,0,47.09,0
47.091,1,47.091,0
47.092,0,47.092,3
47.093,3,47.093,2
47.094,5,47.094,2
47.095,3,47.095,1
47.096,1,47.096,1
47.097,3,47.097,0
47.098,1,47.098,0
47.099,3,47.099,1
47.1,3,47.1,1
47.101,2,47.101,0
47.102,0,47.102,1
47.103,0,47.103,0
47.104,0,47.104,0
47.105,0,47.105,0
47.106,0,47.106,0
47.107,0,47.107,0
47.108,0,47.108,0
47.109,0,47.109,0
47.11,0,47.11,0
47.111,1,47.111,0
47.112,0,47.112,3
47.113,3,47.113,2
47.114,5,47.114,2
47.115,3,47.115,1
47.116,1,47.116,1
47.117,3,47.117,0
47.118,1,47.118,0
47.119,3,47.119,1
47.12,3,47.12,1
47.121,2,47.121,0
47.122,0,47.122,1
47.123,0,47.123,0
47.124,0,47.124,0
47.125,0,47.125,0
47.126,0,47.126,0
