Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-masterEnb #comment:- Number of resource block (values in blocks) by enb in uplink with total reosurce blocks=50.,Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-secondaryGnb #comment:- Number of resource block (values in blocks) by gnb in uplink with total reosurce blocks=50.
40.202,0,40.202,1
40.203,0,40.203,1
40.204,0,40.204,0
40.205,1,40.205,0
40.206,2,40.206,2
40.207,0,40.207,1
40.208,3,40.208,1
40.209,1,40.209,1
40.21,2,40.21,0
40.211,2,40.211,0
40.212,0,40.212,3
40.213,1,40.213,0
40.214,1,40.214,3
40.215,0,40.215,1
40.216,0,40.216,0
40.217,0,40.217,0
40.218,0,40.218,0
40.219,0,40.219,0
40.22,0,40.22,1
40.221,0,40.221,0
40.222,0,40.222,1
40.223,1,40.223,1
40.224,0,40.224,0
40.225,1,40.225,0
40.226,1,40.226,2
40.227,0,40.227,1
40.228,2,40.228,1
40.229,2,40.229,1
40.23,2,40.23,0
40.231,1,40.231,0
40.232,0,40.232,2
40.233,0,40.233,0
40.234,0,40.234,2
40.235,0,40.235,0
40.236,0,40.236,0
40.237,0,40.237,0
40.238,0,40.238,0
40.239,0,40.239,0
40.24,0,40.24,0
40.241,0,40.241,0
40.242,0,40.242,1
40.243,1,40.243,1
40.244,0,40.244,0
40.245,1,40.245,0
40.246,1,40.246,2
40.247,0,40.247,1
40.248,3,40.248,1
40.249,2,40.249,1
40.25,2,40.25,0
40.251,2,40.251,0
40.252,0,40.252,2
40.253,0,40.253,0
40.254,1,40.254,3
40.255,0,40.255,1
40.256,0,40.256,0
40.257,2,40.257,0
40.258,0,40.258,0
40.259,1,40.259,0
40.26,0,40.26,1
40.261,0,40.261,0
40.262,0,40.262,1
40.263,1,40.263,1
40.264,0,40.264,0
40.265,1,40.265,0
40.266,2,40.266,2
40.267,0,40.267,1
40.268,2,40.268,1
40.269,2,40.269,1
40.27,2,40.27,0
40.271,2,40.271,0
40.272,1,40.272,2
40.273,0,40.273,0
40.274,0,40.274,2
40.275,0,40.275,0
40.276,0,40.276,0
40.277,1,40.277,0
40.278,0,40.278,0
40.279,0,40.279,0
40.28,0,40.28,0
40.281,0,40.281,0
40.282,0,40.282,1
40.283,1,40.283,1
40.284,0,40.284,0
40.285,1,40.285,0
40.286,2,40.286,2
40.287,0,40.287,1
40.288,2,40.288,1
40.289,1,40.289,1
40.29,2,40.29,0
40.291,3,40.291,0
40.292,1,40.292,3
40.293,1,40.293,0
40.294,1,40.294,3
40.295,0,40.295,0
40.296,0,40.296,0
40.297,1,40.297,0
40.298,0,40.298,0
40.299,0,40.299,0
40.3,0,40.3,1
40.301,0,40.301,0
40.302,0,40.302,1
40.303,1,40.303,1
40.304,0,40.304,0
40.305,1,40.305,0
40.306,2,40.306,2
40.307,0,40.307,1
40.308,2,40.308,1
40.309,2,40.309,1
40.31,2,40.31,0
40.311,2,40.311,0
40.312,1,40.312,2
40.313,0,40.313,0
40.314,0,40.314,2
40.315,0,40.315,0
40.316,0,40.316,0
40.317,0,40.317,0
40.318,0,40.318,0
40.319,0,40.319,0
40.32,0,40.32,0
40.321,0,40.321,0
40.322,0,40.322,1
40.323,1,40.323,1
40.324,0,40.324,0
40.325,1,40.325,0
40.326,1,40.326,2
40.327,0,40.327,1
40.328,2,40.328,1
40.329,1,40.329,2
40.33,2,40.33,0
40.331,1,40.331,0
40.332,0,40.332,2
40.333,1,40.333,0
40.334,0,40.334,2
40.335,0,40.335,1
40.336,0,40.336,0
40.337,0,40.337,0
40.338,0,40.338,0
40.339,0,40.339,0
40.34,0,40.34,0
40.341,0,40.341,0
40.342,0,40.342,1
40.343,0,40.343,1
40.344,0,40.344,0
40.345,1,40.345,0
40.346,1,40.346,2
40.347,0,40.347,1
40.348,2,40.348,1
40.349,1,40.349,1
40.35,2,40.35,0
40.351,1,40.351,0
40.352,1,40.352,2
40.353,0,40.353,0
40.354,0,40.354,3
40.355,0,40.355,1
40.356,0,40.356,0
40.357,0,40.357,0
40.358,0,40.358,0
40.359,0,40.359,0
40.36,0,40.36,0
40.361,0,40.361,0
40.362,0,40.362,1
40.363,0,40.363,1
40.364,0,40.364,0
40.365,1,40.365,0
40.366,1,40.366,2
40.367,0,40.367,1
40.368,3,40.368,1
40.369,1,40.369,1
40.37,2,40.37,0
40.371,2,40.371,0
40.372,0,40.372,2
40.373,0,40.373,0
40.374,2,40.374,3
40.375,0,40.375,1
40.376,0,40.376,0
40.377,0,40.377,0
40.378,0,40.378,0
40.379,1,40.379,0
40.38,0,40.38,2
40.381,0,40.381,0
40.382,0,40.382,1
40.383,0,40.383,1
40.384,0,40.384,0
40.385,1,40.385,0
40.386,1,40.386,2
40.387,0,40.387,1
40.388,2,40.388,1
40.389,1,40.389,1
40.39,2,40.39,0
40.391,2,40.391,0
40.392,0,40.392,1
40.393,1,40.393,0
40.394,1,40.394,2
40.395,0,40.395,0
40.396,0,40.396,0
40.397,1,40.397,0
40.398,0,40.398,0
40.399,0,40.399,0
40.4,0,40.4,1
40.401,0,40.401,0
40.402,0,40.402,1
40.403,2,40.403,1
40.404,0,40.404,0
40.405,1,40.405,0
40.406,1,40.406,2
40.407,0,40.407,1
40.408,3,40.408,1
40.409,1,40.409,1
40.41,2,40.41,0
40.411,2,40.411,0
40.412,0,40.412,2
40.413,2,40.413,0
40.414,2,40.414,2
40.415,0,40.415,0
40.416,0,40.416,0
40.417,0,40.417,0
40.418,0,40.418,0
40.419,0,40.419,0
40.42,2,40.42,0
40.421,0,40.421,0
40.422,0,40.422,1
40.423,0,40.423,1
40.424,0,40.424,0
40.425,2,40.425,0
40.426,2,40.426,2
40.427,0,40.427,1
40.428,2,40.428,1
40.429,1,40.429,1
40.43,2,40.43,0
40.431,1,40.431,0
40.432,0,40.432,2
40.433,0,40.433,0
40.434,0,40.434,3
40.435,0,40.435,1
40.436,0,40.436,0
40.437,0,40.437,0
40.438,0,40.438,0
40.439,0,40.439,0
40.44,0,40.44,0
40.441,0,40.441,0
40.442,0,40.442,1
40.443,1,40.443,1
40.444,0,40.444,0
40.445,1,40.445,0
40.446,2,40.446,2
40.447,0,40.447,1
40.448,3,40.448,1
40.449,2,40.449,1
40.45,2,40.45,0
40.451,1,40.451,0
40.452,0,40.452,3
40.453,0,40.453,0
40.454,1,40.454,3
40.455,0,40.455,1
40.456,0,40.456,0
40.457,0,40.457,0
40.458,0,40.458,0
40.459,0,40.459,0
40.46,0,40.46,1
40.461,0,40.461,0
40.462,0,40.462,1
40.463,1,40.463,1
40.464,0,40.464,0
40.465,1,40.465,0
40.466,2,40.466,2
40.467,0,40.467,1
40.468,2,40.468,1
40.469,2,40.469,1
40.47,2,40.47,0
40.471,2,40.471,0
40.472,0,40.472,2
40.473,1,40.473,0
40.474,1,40.474,3
40.475,0,40.475,0
40.476,0,40.476,0
40.477,0,40.477,0
40.478,0,40.478,0
40.479,1,40.479,0
40.48,0,40.48,1
40.481,0,40.481,0
40.482,0,40.482,1
40.483,1,40.483,1
40.484,0,40.484,0
40.485,1,40.485,0
40.486,2,40.486,2
40.487,0,40.487,1
40.488,2,40.488,1
40.489,2,40.489,1
40.49,2,40.49,0
40.491,3,40.491,0
40.492,0,40.492,2
40.493,1,40.493,0
40.494,1,40.494,2
40.495,0,40.495,0
40.496,0,40.496,0
40.497,0,40.497,0
40.498,0,40.498,0
40.499,1,40.499,0
40.5,0,40.5,1
40.501,0,40.501,0
40.502,0,40.502,1
40.503,1,40.503,1
40.504,0,40.504,0
40.505,2,40.505,0
40.506,2,40.506,2
40.507,0,40.507,1
40.508,2,40.508,1
40.509,0,40.509,2
40.51,3,40.51,0
40.511,1,40.511,0
40.512,0,40.512,2
40.513,0,40.513,0
40.514,0,40.514,2
40.515,0,40.515,0
40.516,0,40.516,0
40.517,0,40.517,0
40.518,0,40.518,0
40.519,0,40.519,0
40.52,0,40.52,0
40.521,0,40.521,0
40.522,0,40.522,1
40.523,0,40.523,1
40.524,0,40.524,0
40.525,1,40.525,0
40.526,2,40.526,2
40.527,0,40.527,1
40.528,2,40.528,1
40.529,1,40.529,1
40.53,2,40.53,0
40.531,1,40.531,0
40.532,0,40.532,3
40.533,0,40.533,0
40.534,0,40.534,3
40.535,0,40.535,1
40.536,0,40.536,0
40.537,0,40.537,0
40.538,0,40.538,0
40.539,0,40.539,0
40.54,0,40.54,0
40.541,0,40.541,0
40.542,0,40.542,1
40.543,0,40.543,1
40.544,0,40.544,0
40.545,1,40.545,0
40.546,2,40.546,2
40.547,0,40.547,1
40.548,3,40.548,1
40.549,0,40.549,1
40.55,2,40.55,0
40.551,1,40.551,0
40.552,0,40.552,3
40.553,0,40.553,0
40.554,2,40.554,3
40.555,0,40.555,0
40.556,0,40.556,0
40.557,0,40.557,0
40.558,0,40.558,0
40.559,0,40.559,0
40.56,0,40.56,2
40.561,0,40.561,0
40.562,0,40.562,1
40.563,0,40.563,1
40.564,0,40.564,0
40.565,1,40.565,0
40.566,2,40.566,3
40.567,0,40.567,1
40.568,2,40.568,1
40.569,0,40.569,1
40.57,2,40.57,0
40.571,3,40.571,0
40.572,0,40.572,2
40.573,1,40.573,0
40.574,1,40.574,2
40.575,0,40.575,0
40.576,0,40.576,0
40.577,0,40.577,0
40.578,0,40.578,0
40.579,0,40.579,0
40.58,0,40.58,1
40.581,0,40.581,0
40.582,0,40.582,1
40.583,0,40.583,1
40.584,0,40.584,0
40.585,1,40.585,0
40.586,2,40.586,2
40.587,0,40.587,1
40.588,2,40.588,1
40.589,0,40.589,1
40.59,2,40.59,0
40.591,3,40.591,0
40.592,0,40.592,2
40.593,1,40.593,0
40.594,1,40.594,2
40.595,0,40.595,0
40.596,0,40.596,0
40.597,0,40.597,0
40.598,0,40.598,0
40.599,0,40.599,0
40.6,4,40.6,0
40.601,0,40.601,0
40.602,0,40.602,1
40.603,0,40.603,1
40.604,0,40.604,0
40.605,2,40.605,0
40.606,2,40.606,2
40.607,0,40.607,1
40.608,2,40.608,1
40.609,0,40.609,1
40.61,2,40.61,0
40.611,1,40.611,0
40.612,0,40.612,2
40.613,0,40.613,0
40.614,0,40.614,3
40.615,0,40.615,0
40.616,0,40.616,0
40.617,0,40.617,0
40.618,0,40.618,0
40.619,1,40.619,0
40.62,0,40.62,0
40.621,0,40.621,0
40.622,0,40.622,1
40.623,1,40.623,1
40.624,0,40.624,0
40.625,4,40.625,0
40.626,2,40.626,2
40.627,0,40.627,1
40.628,3,40.628,1
40.629,1,40.629,1
40.63,2,40.63,0
40.631,2,40.631,0
40.632,0,40.632,3
40.633,0,40.633,0
40.634,1,40.634,3
40.635,0,40.635,0
40.636,0,40.636,0
40.637,0,40.637,0
40.638,0,40.638,0
40.639,0,40.639,0
40.64,0,40.64,0
40.641,0,40.641,0
40.642,0,40.642,1
40.643,1,40.643,1
40.644,0,40.644,0
40.645,1,40.645,0
40.646,2,40.646,2
40.647,0,40.647,1
40.648,2,40.648,1
40.649,1,40.649,1
40.65,2,40.65,0
40.651,2,40.651,0
40.652,0,40.652,3
40.653,1,40.653,0
40.654,0,40.654,3
40.655,0,40.655,0
40.656,0,40.656,0
40.657,0,40.657,0
40.658,0,40.658,0
40.659,0,40.659,0
40.66,0,40.66,0
40.661,0,40.661,0
40.662,0,40.662,1
40.663,1,40.663,1
40.664,0,40.664,0
40.665,1,40.665,0
40.666,3,40.666,2
40.667,0,40.667,1
40.668,2,40.668,1
40.669,1,40.669,1
40.67,2,40.67,0
40.671,4,40.671,0
40.672,0,40.672,3
40.673,1,40.673,0
40.674,0,40.674,3
40.675,0,40.675,0
40.676,0,40.676,0
40.677,5,40.677,0
40.678,0,40.678,0
40.679,0,40.679,0
40.68,0,40.68,0
40.681,0,40.681,0
40.682,0,40.682,1
40.683,1,40.683,1
40.684,0,40.684,0
40.685,1,40.685,0
40.686,2,40.686,2
40.687,0,40.687,1
40.688,2,40.688,1
40.689,1,40.689,2
40.69,2,40.69,0
40.691,2,40.691,0
40.692,0,40.692,3
40.693,0,40.693,0
40.694,0,40.694,3
40.695,0,40.695,1
40.696,0,40.696,0
40.697,0,40.697,0
40.698,0,40.698,0
40.699,0,40.699,0
40.7,0,40.7,0
40.701,0,40.701,0
40.702,0,40.702,1
40.703,0,40.703,1
40.704,0,40.704,0
40.705,1,40.705,0
40.706,2,40.706,2
40.707,0,40.707,1
40.708,2,40.708,1
40.709,0,40.709,1
40.71,2,40.71,0
40.711,1,40.711,0
40.712,0,40.712,3
40.713,0,40.713,0
40.714,0,40.714,3
40.715,0,40.715,0
40.716,0,40.716,0
40.717,0,40.717,0
40.718,0,40.718,0
40.719,0,40.719,0
40.72,0,40.72,0
40.721,0,40.721,0
40.722,0,40.722,1
40.723,0,40.723,1
40.724,0,40.724,0
40.725,1,40.725,0
40.726,2,40.726,2
40.727,0,40.727,1
40.728,3,40.728,1
40.729,0,40.729,1
40.73,2,40.73,0
40.731,2,40.731,0
40.732,0,40.732,3
40.733,1,40.733,0
40.734,4,40.734,3
40.735,0,40.735,0
40.736,0,40.736,0
40.737,0,40.737,0
40.738,0,40.738,0
40.739,1,40.739,0
40.74,0,40.74,1
40.741,0,40.741,0
40.742,0,40.742,1
40.743,0,40.743,1
40.744,0,40.744,0
40.745,3,40.745,0
40.746,2,40.746,2
40.747,0,40.747,1
40.748,2,40.748,1
40.749,0,40.749,1
40.75,2,40.75,0
40.751,4,40.751,0
40.752,0,40.752,2
40.753,1,40.753,0
40.754,0,40.754,2
40.755,0,40.755,0
40.756,1,40.756,0
40.757,0,40.757,0
40.758,0,40.758,0
40.759,0,40.759,0
40.76,0,40.76,0
40.761,0,40.761,0
40.762,1,40.762,1
40.763,0,40.763,1
40.764,0,40.764,0
40.765,1,40.765,0
40.766,2,40.766,2
40.767,0,40.767,1
40.768,2,40.768,2
40.769,0,40.769,1
40.77,2,40.77,0
40.771,2,40.771,0
40.772,0,40.772,3
40.773,0,40.773,0
40.774,1,40.774,3
40.775,0,40.775,0
40.776,0,40.776,0
40.777,0,40.777,0
40.778,0,40.778,0
40.779,0,40.779,0
40.78,0,40.78,1
40.781,0,40.781,0
40.782,0,40.782,1
40.783,0,40.783,1
40.784,0,40.784,0
40.785,1,40.785,0
40.786,2,40.786,2
40.787,0,40.787,1
40.788,2,40.788,2
40.789,0,40.789,1
40.79,2,40.79,0
40.791,1,40.791,0
40.792,0,40.792,3
40.793,0,40.793,0
40.794,0,40.794,3
40.795,0,40.795,0
40.796,0,40.796,0
40.797,0,40.797,0
40.798,0,40.798,0
40.799,0,40.799,0
40.8,0,40.8,0
40.801,0,40.801,0
40.802,1,40.802,1
40.803,0,40.803,1
40.804,0,40.804,0
40.805,1,40.805,0
40.806,2,40.806,2
40.807,0,40.807,1
40.808,4,40.808,1
40.809,0,40.809,1
40.81,2,40.81,0
40.811,2,40.811,0
40.812,0,40.812,3
40.813,2,40.813,0
40.814,0,40.814,3
40.815,0,40.815,0
40.816,0,40.816,0
40.817,0,40.817,0
40.818,1,40.818,0
40.819,1,40.819,0
40.82,0,40.82,0
40.821,0,40.821,0
40.822,0,40.822,1
40.823,0,40.823,1
40.824,1,40.824,0
40.825,2,40.825,0
40.826,2,40.826,2
40.827,0,40.827,1
40.828,2,40.828,1
40.829,1,40.829,1
40.83,9,40.83,0
40.831,3,40.831,0
40.832,0,40.832,3
40.833,1,40.833,0
40.834,0,40.834,3
40.835,1,40.835,2
40.836,3,40.836,0
40.837,0,40.837,0
40.838,0,40.838,0
40.839,0,40.839,0
40.84,0,40.84,0
40.841,0,40.841,2
40.842,0,40.842,1
40.843,1,40.843,1
40.844,0,40.844,0
40.845,1,40.845,0
40.846,2,40.846,2
40.847,0,40.847,1
40.848,3,40.848,2
40.849,4,40.849,1
40.85,2,40.85,0
40.851,3,40.851,0
40.852,0,40.852,3
40.853,0,40.853,0
40.854,0,40.854,4
40.855,0,40.855,1
40.856,0,40.856,0
40.857,0,40.857,0
40.858,0,40.858,0
40.859,0,40.859,0
40.86,0,40.86,0
40.861,0,40.861,0
40.862,0,40.862,1
40.863,1,40.863,1
40.864,0,40.864,0
40.865,1,40.865,0
40.866,2,40.866,2
40.867,0,40.867,1
40.868,2,40.868,1
40.869,1,40.869,2
40.87,2,40.87,0
40.871,1,40.871,0
40.872,0,40.872,3
40.873,1,40.873,0
40.874,1,40.874,3
40.875,0,40.875,1
40.876,0,40.876,0
40.877,0,40.877,0
40.878,0,40.878,0
40.879,0,40.879,0
40.88,0,40.88,0
40.881,0,40.881,0
40.882,0,40.882,1
40.883,1,40.883,1
40.884,0,40.884,0
40.885,1,40.885,0
40.886,2,40.886,2
40.887,0,40.887,1
40.888,2,40.888,1
40.889,1,40.889,1
40.89,2,40.89,0
40.891,1,40.891,0
40.892,0,40.892,3
40.893,1,40.893,0
40.894,1,40.894,3
40.895,0,40.895,0
40.896,0,40.896,0
40.897,0,40.897,0
40.898,0,40.898,0
40.899,1,40.899,0
40.9,2,40.9,0
40.901,0,40.901,0
40.902,0,40.902,1
40.903,1,40.903,1
40.904,0,40.904,0
40.905,1,40.905,0
40.906,2,40.906,2
40.907,0,40.907,1
40.908,3,40.908,1
40.909,1,40.909,1
40.91,2,40.91,0
40.911,3,40.911,0
40.912,0,40.912,3
40.913,0,40.913,0
40.914,1,40.914,3
40.915,1,40.915,1
40.916,0,40.916,0
40.917,0,40.917,0
40.918,0,40.918,0
40.919,1,40.919,0
40.92,1,40.92,0
40.921,0,40.921,0
40.922,0,40.922,1
40.923,1,40.923,1
40.924,0,40.924,0
40.925,1,40.925,0
40.926,2,40.926,2
40.927,0,40.927,1
40.928,2,40.928,1
40.929,1,40.929,2
40.93,2,40.93,0
40.931,3,40.931,0
40.932,0,40.932,2
40.933,0,40.933,0
40.934,0,40.934,3
40.935,0,40.935,1
40.936,0,40.936,0
40.937,0,40.937,0
40.938,0,40.938,0
40.939,0,40.939,0
40.94,0,40.94,0
40.941,0,40.941,0
40.942,0,40.942,1
40.943,1,40.943,1
40.944,0,40.944,0
40.945,1,40.945,0
40.946,2,40.946,2
40.947,0,40.947,1
40.948,2,40.948,1
40.949,1,40.949,1
40.95,2,40.95,0
40.951,1,40.951,0
40.952,0,40.952,3
40.953,1,40.953,0
40.954,1,40.954,3
40.955,0,40.955,1
40.956,0,40.956,0
40.957,0,40.957,0
40.958,0,40.958,0
40.959,0,40.959,0
40.96,0,40.96,0
40.961,0,40.961,0
40.962,0,40.962,1
40.963,1,40.963,1
40.964,0,40.964,0
40.965,1,40.965,0
40.966,2,40.966,2
40.967,0,40.967,1
40.968,3,40.968,1
40.969,1,40.969,1
40.97,2,40.97,0
40.971,1,40.971,0
40.972,0,40.972,3
40.973,2,40.973,0
40.974,1,40.974,2
40.975,0,40.975,1
40.976,0,40.976,0
40.977,0,40.977,0
40.978,0,40.978,0
40.979,0,40.979,0
40.98,0,40.98,0
40.981,0,40.981,0
40.982,0,40.982,1
40.983,1,40.983,1
40.984,0,40.984,0
40.985,1,40.985,0
40.986,2,40.986,2
40.987,0,40.987,1
40.988,2,40.988,2
40.989,1,40.989,1
40.99,2,40.99,0
40.991,3,40.991,0
40.992,0,40.992,3
40.993,1,40.993,0
40.994,0,40.994,4
40.995,0,40.995,1
40.996,0,40.996,0
40.997,0,40.997,0
40.998,0,40.998,0
40.999,0,40.999,0
41,0,41,0
41.001,0,41.001,0
41.002,0,41.002,1
41.003,1,41.003,1
41.004,0,41.004,0
41.005,1,41.005,0
41.006,2,41.006,2
41.007,0,41.007,1
41.008,2,41.008,1
41.009,1,41.009,1
41.01,2,41.01,0
41.011,3,41.011,0
41.012,0,41.012,3
41.013,1,41.013,0
41.014,1,41.014,3
41.015,1,41.015,1
41.016,0,41.016,0
41.017,0,41.017,0
41.018,0,41.018,0
41.019,0,41.019,0
41.02,1,41.02,0
41.021,0,41.021,1
41.022,0,41.022,1
41.023,1,41.023,1
41.024,0,41.024,0
41.025,1,41.025,0
41.026,2,41.026,2
41.027,0,41.027,1
41.028,2,41.028,1
41.029,1,41.029,1
41.03,2,41.03,0
41.031,1,41.031,0
41.032,0,41.032,2
41.033,2,41.033,0
41.034,1,41.034,3
41.035,0,41.035,0
41.036,0,41.036,0
41.037,1,41.037,0
41.038,0,41.038,0
41.039,1,41.039,0
41.04,0,41.04,1
41.041,0,41.041,0
41.042,0,41.042,1
41.043,1,41.043,1
41.044,0,41.044,0
41.045,1,41.045,0
41.046,2,41.046,2
41.047,0,41.047,1
41.048,2,41.048,1
41.049,1,41.049,1
41.05,2,41.05,0
41.051,2,41.051,0
41.052,0,41.052,2
41.053,0,41.053,0
41.054,1,41.054,2
41.055,0,41.055,0
41.056,1,41.056,0
41.057,0,41.057,0
41.058,0,41.058,0
41.059,1,41.059,0
41.06,0,41.06,1
41.061,0,41.061,0
41.062,1,41.062,1
41.063,1,41.063,1
41.064,0,41.064,0
41.065,1,41.065,0
41.066,2,41.066,2
41.067,0,41.067,1
41.068,2,41.068,1
41.069,1,41.069,1
41.07,2,41.07,0
41.071,2,41.071,0
41.072,0,41.072,2
41.073,0,41.073,0
41.074,0,41.074,2
41.075,0,41.075,0
41.076,0,41.076,0
41.077,1,41.077,0
41.078,0,41.078,0
41.079,0,41.079,0
41.08,0,41.08,0
41.081,0,41.081,0
41.082,0,41.082,1
41.083,1,41.083,1
41.084,0,41.084,0
41.085,1,41.085,0
41.086,2,41.086,2
41.087,0,41.087,1
41.088,2,41.088,2
41.089,1,41.089,1
41.09,2,41.09,0
41.091,1,41.091,0
41.092,0,41.092,3
41.093,0,41.093,0
41.094,0,41.094,4
41.095,0,41.095,0
41.096,0,41.096,0
41.097,1,41.097,0
41.098,0,41.098,0
41.099,0,41.099,0
41.1,0,41.1,0
41.101,0,41.101,0
41.102,0,41.102,1
41.103,1,41.103,1
41.104,0,41.104,0
41.105,1,41.105,0
41.106,2,41.106,2
41.107,0,41.107,1
41.108,2,41.108,1
41.109,1,41.109,1
41.11,2,41.11,0
41.111,2,41.111,0
41.112,0,41.112,3
41.113,0,41.113,0
41.114,0,41.114,3
41.115,0,41.115,1
41.116,0,41.116,0
41.117,1,41.117,0
41.118,0,41.118,0
41.119,0,41.119,0
41.12,0,41.12,0
41.121,0,41.121,0
41.122,0,41.122,1
41.123,1,41.123,1
41.124,0,41.124,0
41.125,1,41.125,0
41.126,2,41.126,2
41.127,0,41.127,1
41.128,2,41.128,1
41.129,1,41.129,1
41.13,2,41.13,0
41.131,3,41.131,0
41.132,0,41.132,3
41.133,2,41.133,0
41.134,0,41.134,3
41.135,0,41.135,1
41.136,0,41.136,0
41.137,1,41.137,0
41.138,0,41.138,0
41.139,0,41.139,0
41.14,0,41.14,0
41.141,0,41.141,0
41.142,0,41.142,1
41.143,1,41.143,1
41.144,0,41.144,0
41.145,1,41.145,0
41.146,2,41.146,2
41.147,0,41.147,1
41.148,2,41.148,1
41.149,1,41.149,1
41.15,2,41.15,0
41.151,2,41.151,0
41.152,0,41.152,3
41.153,1,41.153,0
41.154,1,41.154,3
41.155,0,41.155,1
41.156,0,41.156,0
41.157,1,41.157,0
41.158,0,41.158,0
41.159,0,41.159,0
41.16,0,41.16,0
41.161,0,41.161,0
41.162,0,41.162,1
41.163,1,41.163,1
41.164,0,41.164,0
41.165,1,41.165,0
41.166,2,41.166,2
41.167,0,41.167,1
41.168,2,41.168,1
41.169,1,41.169,1
41.17,2,41.17,0
41.171,1,41.171,0
41.172,0,41.172,2
41.173,0,41.173,0
41.174,1,41.174,3
41.175,0,41.175,1
41.176,0,41.176,0
41.177,1,41.177,0
41.178,0,41.178,0
41.179,0,41.179,0
41.18,0,41.18,0
41.181,0,41.181,0
41.182,0,41.182,1
41.183,1,41.183,1
41.184,0,41.184,0
41.185,1,41.185,0
41.186,2,41.186,2
41.187,0,41.187,1
41.188,2,41.188,1
41.189,1,41.189,1
41.19,2,41.19,0
41.191,2,41.191,0
41.192,0,41.192,3
41.193,0,41.193,0
41.194,1,41.194,3
41.195,0,41.195,1
41.196,0,41.196,0
41.197,1,41.197,0
41.198,0,41.198,0
41.199,1,41.199,0
41.2,0,41.2,0
41.201,0,41.201,0
41.202,0,41.202,1
41.203,1,41.203,1
41.204,0,41.204,0
41.205,1,41.205,0
41.206,2,41.206,2
41.207,0,41.207,1
41.208,2,41.208,1
41.209,1,41.209,1
41.21,2,41.21,0
41.211,2,41.211,0
41.212,0,41.212,3
41.213,1,41.213,0
41.214,1,41.214,3
41.215,0,41.215,1
41.216,0,41.216,0
41.217,1,41.217,0
41.218,0,41.218,0
41.219,1,41.219,0
41.22,0,41.22,0
41.221,0,41.221,0
41.222,0,41.222,1
41.223,1,41.223,1
41.224,0,41.224,0
41.225,1,41.225,0
41.226,2,41.226,2
41.227,0,41.227,1
41.228,2,41.228,2
41.229,1,41.229,1
41.23,2,41.23,0
41.231,2,41.231,0
41.232,0,41.232,2
41.233,1,41.233,0
41.234,1,41.234,3
41.235,0,41.235,1
41.236,0,41.236,0
41.237,1,41.237,0
41.238,0,41.238,0
41.239,0,41.239,0
41.24,0,41.24,0
41.241,0,41.241,0
41.242,0,41.242,1
41.243,1,41.243,1
41.244,0,41.244,0
41.245,1,41.245,0
41.246,2,41.246,2
41.247,0,41.247,1
41.248,2,41.248,1
41.249,1,41.249,1
41.25,2,41.25,0
41.251,2,41.251,0
41.252,0,41.252,3
41.253,0,41.253,0
41.254,1,41.254,3
41.255,0,41.255,1
41.256,0,41.256,0
41.257,1,41.257,0
41.258,0,41.258,0
41.259,1,41.259,0
41.26,0,41.26,1
41.261,0,41.261,0
41.262,0,41.262,1
41.263,1,41.263,1
41.264,0,41.264,0
41.265,1,41.265,0
41.266,2,41.266,2
41.267,0,41.267,1
41.268,2,41.268,1
41.269,2,41.269,1
41.27,2,41.27,0
41.271,2,41.271,0
41.272,0,41.272,2
41.273,1,41.273,0
41.274,0,41.274,2
41.275,0,41.275,0
41.276,0,41.276,0
41.277,1,41.277,0
41.278,0,41.278,0
41.279,0,41.279,0
41.28,0,41.28,0
41.281,0,41.281,0
41.282,0,41.282,1
41.283,1,41.283,1
41.284,0,41.284,0
41.285,1,41.285,0
41.286,2,41.286,2
41.287,0,41.287,1
41.288,2,41.288,1
41.289,1,41.289,1
41.29,2,41.29,0
41.291,2,41.291,0
41.292,0,41.292,2
41.293,1,41.293,0
41.294,0,41.294,3
41.295,0,41.295,0
41.296,0,41.296,0
41.297,1,41.297,0
41.298,0,41.298,0
41.299,0,41.299,0
41.3,0,41.3,0
41.301,0,41.301,0
41.302,0,41.302,1
41.303,1,41.303,1
41.304,0,41.304,0
41.305,1,41.305,0
41.306,2,41.306,2
41.307,0,41.307,1
41.308,2,41.308,1
41.309,1,41.309,1
41.31,2,41.31,0
41.311,1,41.311,0
41.312,0,41.312,3
41.313,0,41.313,0
41.314,0,41.314,3
41.315,0,41.315,1
41.316,0,41.316,0
41.317,1,41.317,0
41.318,0,41.318,0
41.319,0,41.319,0
41.32,0,41.32,0
41.321,0,41.321,0
41.322,0,41.322,1
41.323,1,41.323,1
41.324,0,41.324,0
41.325,1,41.325,0
41.326,2,41.326,2
41.327,0,41.327,1
41.328,2,41.328,1
41.329,1,41.329,1
41.33,2,41.33,0
41.331,1,41.331,0
41.332,0,41.332,3
41.333,1,41.333,0
41.334,0,41.334,3
41.335,0,41.335,1
41.336,0,41.336,0
41.337,1,41.337,0
41.338,0,41.338,0
41.339,0,41.339,0
41.34,0,41.34,0
41.341,0,41.341,0
41.342,0,41.342,1
41.343,1,41.343,1
41.344,0,41.344,0
41.345,1,41.345,0
41.346,2,41.346,2
41.347,0,41.347,1
41.348,2,41.348,1
41.349,1,41.349,1
41.35,2,41.35,0
41.351,3,41.351,0
41.352,0,41.352,3
41.353,1,41.353,0
41.354,1,41.354,3
