Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb1 #comment:- Number of resource block (values in blocks) by Enb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb1 #comment:- Number of resource block (values in blocks) by Gnb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb2  #comment:- Number of resource block (values in blocks) by Enb2 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb2   #comment:- Number of resource block (values in blocks) by Gnb2 in downlink with total reource blocks=50.
97.612,1,97.612,3,97.612,1,97.612,0
97.613,1,97.613,0,97.613,0,97.613,2
97.614,1,97.614,2,97.614,1,97.614,0
97.615,0,97.615,0,97.615,2,97.615,0
97.616,1,97.616,0,97.616,0,97.616,1
97.617,0,97.617,0,97.617,1,97.617,0
97.618,0,97.618,1,97.618,0,97.618,0
97.619,1,97.619,1,97.619,0,97.619,0
97.62,1,97.62,1,97.62,1,97.62,0
97.621,0,97.621,0,97.621,0,97.621,0
97.622,0,97.622,0,97.622,0,97.622,0
97.623,0,97.623,0,97.623,0,97.623,0
97.624,0,97.624,0,97.624,0,97.624,0
97.625,0,97.625,0,97.625,0,97.625,0
97.626,1,97.626,0,97.626,1,97.626,0
97.627,0,97.627,0,97.627,0,97.627,0
97.628,0,97.628,0,97.628,0,97.628,0
97.629,0,97.629,0,97.629,0,97.629,0
97.63,0,97.63,0,97.63,0,97.63,0
97.631,1,97.631,0,97.631,0,97.631,0
97.632,0,97.632,3,97.632,0,97.632,0
97.633,1,97.633,0,97.633,0,97.633,2
97.634,1,97.634,2,97.634,1,97.634,0
97.635,0,97.635,0,97.635,2,97.635,0
97.636,1,97.636,0,97.636,0,97.636,1
97.637,0,97.637,0,97.637,1,97.637,0
97.638,0,97.638,0,97.638,0,97.638,0
97.639,1,97.639,1,97.639,0,97.639,0
97.64,1,97.64,1,97.64,1,97.64,0
97.641,0,97.641,0,97.641,0,97.641,0
97.642,0,97.642,0,97.642,0,97.642,0
97.643,0,97.643,0,97.643,0,97.643,0
97.644,0,97.644,0,97.644,0,97.644,0
97.645,0,97.645,0,97.645,0,97.645,0
97.646,1,97.646,0,97.646,1,97.646,0
97.647,0,97.647,0,97.647,0,97.647,0
97.648,0,97.648,0,97.648,0,97.648,0
97.649,0,97.649,0,97.649,0,97.649,0
97.65,0,97.65,0,97.65,0,97.65,0
97.651,1,97.651,0,97.651,0,97.651,0
97.652,0,97.652,3,97.652,0,97.652,0
97.653,1,97.653,0,97.653,0,97.653,2
97.654,1,97.654,2,97.654,1,97.654,0
97.655,0,97.655,0,97.655,2,97.655,0
97.656,1,97.656,0,97.656,0,97.656,1
97.657,0,97.657,0,97.657,1,97.657,0
97.658,0,97.658,0,97.658,0,97.658,0
97.659,1,97.659,1,97.659,0,97.659,0
97.66,1,97.66,1,97.66,1,97.66,0
97.661,0,97.661,0,97.661,0,97.661,0
97.662,0,97.662,0,97.662,0,97.662,0
97.663,0,97.663,0,97.663,0,97.663,0
97.664,0,97.664,0,97.664,0,97.664,0
97.665,0,97.665,0,97.665,0,97.665,0
97.666,1,97.666,0,97.666,1,97.666,0
97.667,0,97.667,0,97.667,0,97.667,0
97.668,0,97.668,0,97.668,0,97.668,0
97.669,0,97.669,0,97.669,0,97.669,0
97.67,0,97.67,0,97.67,0,97.67,0
97.671,1,97.671,0,97.671,0,97.671,0
97.672,0,97.672,3,97.672,0,97.672,0
97.673,1,97.673,0,97.673,0,97.673,2
97.674,1,97.674,2,97.674,1,97.674,0
97.675,0,97.675,0,97.675,2,97.675,0
97.676,1,97.676,0,97.676,0,97.676,1
97.677,0,97.677,0,97.677,1,97.677,0
97.678,0,97.678,0,97.678,0,97.678,0
97.679,1,97.679,1,97.679,0,97.679,0
97.68,1,97.68,1,97.68,1,97.68,0
97.681,0,97.681,0,97.681,0,97.681,0
97.682,0,97.682,0,97.682,0,97.682,0
97.683,0,97.683,0,97.683,0,97.683,0
97.684,0,97.684,0,97.684,0,97.684,0
97.685,0,97.685,0,97.685,0,97.685,0
97.686,1,97.686,0,97.686,1,97.686,0
97.687,0,97.687,0,97.687,0,97.687,0
97.688,0,97.688,0,97.688,0,97.688,0
97.689,0,97.689,0,97.689,0,97.689,0
97.69,0,97.69,0,97.69,0,97.69,0
97.691,1,97.691,0,97.691,0,97.691,0
97.692,0,97.692,3,97.692,1,97.692,0
97.693,1,97.693,0,97.693,0,97.693,2
97.694,1,97.694,2,97.694,1,97.694,0
97.695,0,97.695,0,97.695,2,97.695,0
97.696,1,97.696,0,97.696,0,97.696,1
97.697,0,97.697,0,97.697,1,97.697,0
97.698,0,97.698,0,97.698,0,97.698,0
97.699,1,97.699,1,97.699,0,97.699,0
97.7,1,97.7,1,97.7,1,97.7,0
97.701,0,97.701,0,97.701,0,97.701,0
97.702,0,97.702,0,97.702,0,97.702,0
97.703,0,97.703,0,97.703,0,97.703,0
97.704,0,97.704,0,97.704,0,97.704,0
97.705,0,97.705,0,97.705,0,97.705,0
97.706,1,97.706,0,97.706,1,97.706,0
97.707,0,97.707,0,97.707,0,97.707,0
97.708,0,97.708,0,97.708,0,97.708,0
97.709,0,97.709,0,97.709,0,97.709,0
97.71,0,97.71,0,97.71,0,97.71,0
97.711,1,97.711,0,97.711,0,97.711,0
97.712,0,97.712,3,97.712,1,97.712,0
97.713,1,97.713,0,97.713,0,97.713,2
97.714,1,97.714,2,97.714,1,97.714,0
97.715,0,97.715,0,97.715,2,97.715,0
97.716,1,97.716,0,97.716,0,97.716,1
97.717,0,97.717,0,97.717,1,97.717,0
97.718,0,97.718,0,97.718,0,97.718,0
97.719,1,97.719,1,97.719,0,97.719,0
97.72,1,97.72,1,97.72,1,97.72,0
97.721,0,97.721,0,97.721,0,97.721,0
97.722,0,97.722,0,97.722,0,97.722,0
97.723,0,97.723,0,97.723,0,97.723,0
97.724,0,97.724,0,97.724,0,97.724,0
97.725,0,97.725,0,97.725,0,97.725,0
97.726,1,97.726,0,97.726,1,97.726,0
97.727,0,97.727,0,97.727,0,97.727,0
97.728,0,97.728,0,97.728,0,97.728,0
97.729,0,97.729,0,97.729,0,97.729,0
97.73,0,97.73,0,97.73,0,97.73,0
97.731,1,97.731,0,97.731,0,97.731,0
97.732,0,97.732,3,97.732,0,97.732,0
97.733,1,97.733,0,97.733,0,97.733,2
97.734,1,97.734,2,97.734,1,97.734,0
97.735,0,97.735,0,97.735,2,97.735,0
97.736,1,97.736,0,97.736,0,97.736,1
97.737,0,97.737,0,97.737,1,97.737,0
97.738,0,97.738,0,97.738,0,97.738,0
97.739,1,97.739,1,97.739,0,97.739,0
97.74,1,97.74,1,97.74,1,97.74,0
97.741,0,97.741,0,97.741,0,97.741,0
97.742,0,97.742,0,97.742,0,97.742,0
97.743,0,97.743,0,97.743,0,97.743,0
97.744,0,97.744,0,97.744,0,97.744,0
97.745,0,97.745,0,97.745,0,97.745,0
97.746,1,97.746,0,97.746,1,97.746,0
97.747,0,97.747,0,97.747,0,97.747,0
97.748,0,97.748,0,97.748,0,97.748,0
97.749,0,97.749,0,97.749,0,97.749,0
97.75,0,97.75,0,97.75,0,97.75,0
97.751,1,97.751,0,97.751,0,97.751,0
97.752,0,97.752,3,97.752,0,97.752,0
97.753,1,97.753,0,97.753,0,97.753,2
97.754,1,97.754,2,97.754,1,97.754,0
97.755,0,97.755,0,97.755,2,97.755,0
97.756,1,97.756,0,97.756,0,97.756,1
97.757,0,97.757,0,97.757,1,97.757,0
97.758,0,97.758,0,97.758,0,97.758,0
97.759,1,97.759,1,97.759,0,97.759,0
97.76,1,97.76,1,97.76,1,97.76,0
97.761,0,97.761,0,97.761,0,97.761,0
97.762,0,97.762,0,97.762,0,97.762,0
97.763,0,97.763,0,97.763,0,97.763,0
97.764,0,97.764,0,97.764,0,97.764,0
97.765,0,97.765,0,97.765,0,97.765,0
97.766,1,97.766,0,97.766,1,97.766,0
97.767,0,97.767,0,97.767,0,97.767,0
97.768,0,97.768,0,97.768,0,97.768,0
97.769,0,97.769,0,97.769,0,97.769,0
97.77,0,97.77,0,97.77,0,97.77,0
97.771,1,97.771,0,97.771,0,97.771,0
97.772,0,97.772,3,97.772,0,97.772,0
97.773,1,97.773,0,97.773,0,97.773,2
97.774,1,97.774,2,97.774,1,97.774,0
97.775,0,97.775,0,97.775,2,97.775,0
97.776,1,97.776,0,97.776,0,97.776,1
97.777,0,97.777,0,97.777,1,97.777,0
97.778,0,97.778,0,97.778,0,97.778,0
97.779,1,97.779,1,97.779,0,97.779,0
97.78,1,97.78,1,97.78,1,97.78,0
97.781,0,97.781,0,97.781,0,97.781,0
97.782,0,97.782,0,97.782,0,97.782,0
97.783,0,97.783,0,97.783,0,97.783,0
97.784,0,97.784,0,97.784,0,97.784,0
97.785,0,97.785,0,97.785,0,97.785,0
97.786,1,97.786,0,97.786,1,97.786,0
97.787,0,97.787,0,97.787,0,97.787,0
97.788,0,97.788,0,97.788,0,97.788,0
97.789,0,97.789,0,97.789,0,97.789,0
97.79,0,97.79,0,97.79,0,97.79,0
97.791,1,97.791,0,97.791,0,97.791,0
97.792,0,97.792,3,97.792,0,97.792,0
97.793,1,97.793,0,97.793,0,97.793,2
97.794,1,97.794,2,97.794,1,97.794,0
97.795,0,97.795,0,97.795,2,97.795,0
97.796,1,97.796,0,97.796,0,97.796,1
97.797,0,97.797,0,97.797,1,97.797,0
97.798,0,97.798,0,97.798,0,97.798,0
97.799,1,97.799,1,97.799,0,97.799,0
97.8,1,97.8,1,97.8,1,97.8,0
97.801,0,97.801,0,97.801,0,97.801,0
97.802,0,97.802,0,97.802,0,97.802,0
97.803,0,97.803,0,97.803,0,97.803,0
97.804,0,97.804,0,97.804,0,97.804,0
97.805,0,97.805,0,97.805,0,97.805,0
97.806,1,97.806,0,97.806,1,97.806,0
97.807,0,97.807,0,97.807,0,97.807,0
97.808,0,97.808,0,97.808,0,97.808,0
97.809,0,97.809,0,97.809,0,97.809,0
97.81,0,97.81,0,97.81,0,97.81,0
97.811,1,97.811,0,97.811,0,97.811,0
97.812,0,97.812,3,97.812,0,97.812,0
97.813,1,97.813,0,97.813,0,97.813,2
97.814,1,97.814,2,97.814,1,97.814,0
97.815,0,97.815,0,97.815,2,97.815,0
97.816,1,97.816,0,97.816,0,97.816,1
97.817,0,97.817,0,97.817,1,97.817,0
97.818,0,97.818,0,97.818,0,97.818,0
97.819,1,97.819,1,97.819,0,97.819,0
97.82,1,97.82,1,97.82,1,97.82,0
97.821,0,97.821,0,97.821,0,97.821,0
97.822,0,97.822,0,97.822,0,97.822,0
97.823,0,97.823,0,97.823,0,97.823,0
97.824,0,97.824,0,97.824,0,97.824,0
97.825,0,97.825,0,97.825,0,97.825,0
97.826,1,97.826,0,97.826,1,97.826,0
97.827,0,97.827,0,97.827,0,97.827,0
97.828,0,97.828,0,97.828,0,97.828,0
97.829,0,97.829,0,97.829,0,97.829,0
97.83,0,97.83,0,97.83,0,97.83,0
97.831,1,97.831,0,97.831,0,97.831,0
97.832,0,97.832,3,97.832,0,97.832,0
97.833,1,97.833,0,97.833,0,97.833,2
97.834,1,97.834,2,97.834,1,97.834,0
97.835,0,97.835,0,97.835,2,97.835,0
97.836,1,97.836,0,97.836,0,97.836,1
97.837,0,97.837,0,97.837,1,97.837,0
97.838,0,97.838,0,97.838,0,97.838,0
97.839,1,97.839,1,97.839,0,97.839,0
97.84,2,97.84,1,97.84,1,97.84,0
97.841,0,97.841,0,97.841,0,97.841,0
97.842,0,97.842,0,97.842,0,97.842,0
97.843,0,97.843,0,97.843,0,97.843,0
97.844,0,97.844,0,97.844,0,97.844,0
97.845,0,97.845,0,97.845,0,97.845,0
97.846,1,97.846,0,97.846,1,97.846,0
97.847,0,97.847,0,97.847,0,97.847,0
97.848,0,97.848,0,97.848,0,97.848,0
97.849,0,97.849,0,97.849,0,97.849,0
97.85,0,97.85,0,97.85,0,97.85,0
97.851,1,97.851,0,97.851,0,97.851,0
97.852,0,97.852,3,97.852,0,97.852,0
97.853,1,97.853,0,97.853,0,97.853,2
97.854,1,97.854,2,97.854,1,97.854,0
97.855,0,97.855,0,97.855,2,97.855,0
97.856,1,97.856,0,97.856,0,97.856,1
97.857,0,97.857,0,97.857,1,97.857,0
97.858,0,97.858,0,97.858,0,97.858,0
97.859,1,97.859,1,97.859,0,97.859,0
97.86,2,97.86,1,97.86,1,97.86,0
97.861,0,97.861,0,97.861,0,97.861,0
97.862,0,97.862,0,97.862,0,97.862,0
97.863,0,97.863,0,97.863,0,97.863,0
97.864,0,97.864,0,97.864,0,97.864,0
97.865,0,97.865,0,97.865,0,97.865,0
97.866,1,97.866,0,97.866,1,97.866,0
97.867,0,97.867,0,97.867,0,97.867,0
97.868,0,97.868,0,97.868,0,97.868,0
97.869,0,97.869,0,97.869,0,97.869,0
97.87,0,97.87,0,97.87,0,97.87,0
97.871,1,97.871,0,97.871,0,97.871,0
97.872,0,97.872,3,97.872,0,97.872,0
97.873,1,97.873,0,97.873,0,97.873,2
97.874,1,97.874,2,97.874,1,97.874,0
97.875,0,97.875,0,97.875,2,97.875,0
97.876,1,97.876,0,97.876,0,97.876,1
97.877,0,97.877,0,97.877,1,97.877,0
97.878,0,97.878,0,97.878,0,97.878,0
97.879,1,97.879,1,97.879,0,97.879,0
97.88,2,97.88,1,97.88,1,97.88,0
97.881,0,97.881,0,97.881,0,97.881,0
97.882,0,97.882,0,97.882,0,97.882,0
97.883,0,97.883,0,97.883,0,97.883,0
97.884,0,97.884,0,97.884,0,97.884,0
97.885,0,97.885,0,97.885,0,97.885,0
97.886,1,97.886,0,97.886,1,97.886,0
97.887,0,97.887,0,97.887,0,97.887,0
97.888,0,97.888,0,97.888,0,97.888,0
97.889,0,97.889,0,97.889,0,97.889,0
97.89,0,97.89,0,97.89,0,97.89,0
97.891,1,97.891,0,97.891,0,97.891,0
97.892,1,97.892,3,97.892,0,97.892,0
97.893,1,97.893,0,97.893,0,97.893,2
97.894,1,97.894,2,97.894,1,97.894,0
97.895,0,97.895,0,97.895,2,97.895,0
97.896,1,97.896,0,97.896,0,97.896,1
97.897,0,97.897,0,97.897,1,97.897,0
97.898,2,97.898,1,97.898,0,97.898,0
97.899,1,97.899,1,97.899,0,97.899,0
97.9,2,97.9,1,97.9,1,97.9,0
97.901,0,97.901,0,97.901,0,97.901,0
97.902,0,97.902,0,97.902,0,97.902,0
97.903,0,97.903,0,97.903,0,97.903,0
97.904,0,97.904,0,97.904,0,97.904,0
97.905,0,97.905,0,97.905,0,97.905,0
97.906,1,97.906,0,97.906,1,97.906,0
97.907,0,97.907,0,97.907,0,97.907,0
97.908,0,97.908,0,97.908,0,97.908,0
97.909,0,97.909,0,97.909,0,97.909,0
97.91,0,97.91,0,97.91,0,97.91,0
97.911,1,97.911,0,97.911,0,97.911,0
97.912,0,97.912,3,97.912,0,97.912,0
97.913,1,97.913,0,97.913,0,97.913,2
97.914,1,97.914,2,97.914,1,97.914,0
97.915,0,97.915,0,97.915,2,97.915,0
97.916,1,97.916,0,97.916,0,97.916,1
97.917,0,97.917,0,97.917,1,97.917,0
97.918,0,97.918,0,97.918,0,97.918,0
97.919,1,97.919,1,97.919,0,97.919,0
97.92,2,97.92,1,97.92,1,97.92,0
97.921,0,97.921,0,97.921,0,97.921,0
97.922,0,97.922,0,97.922,0,97.922,0
97.923,0,97.923,0,97.923,0,97.923,0
97.924,0,97.924,0,97.924,0,97.924,0
97.925,0,97.925,0,97.925,0,97.925,0
97.926,1,97.926,0,97.926,1,97.926,0
97.927,0,97.927,0,97.927,0,97.927,0
97.928,0,97.928,0,97.928,0,97.928,0
97.929,0,97.929,0,97.929,0,97.929,0
97.93,0,97.93,0,97.93,0,97.93,0
97.931,1,97.931,0,97.931,0,97.931,0
97.932,1,97.932,3,97.932,1,97.932,0
97.933,1,97.933,0,97.933,0,97.933,2
97.934,1,97.934,2,97.934,1,97.934,0
97.935,0,97.935,0,97.935,2,97.935,0
97.936,1,97.936,0,97.936,0,97.936,1
97.937,0,97.937,0,97.937,1,97.937,0
97.938,0,97.938,1,97.938,0,97.938,0
97.939,1,97.939,1,97.939,0,97.939,0
97.94,2,97.94,1,97.94,1,97.94,0
97.941,0,97.941,0,97.941,0,97.941,0
97.942,0,97.942,0,97.942,0,97.942,0
97.943,0,97.943,0,97.943,0,97.943,0
97.944,0,97.944,0,97.944,0,97.944,0
97.945,0,97.945,0,97.945,0,97.945,0
97.946,1,97.946,0,97.946,1,97.946,0
97.947,0,97.947,0,97.947,0,97.947,0
97.948,0,97.948,0,97.948,0,97.948,0
97.949,0,97.949,0,97.949,0,97.949,0
97.95,0,97.95,0,97.95,0,97.95,0
97.951,1,97.951,0,97.951,0,97.951,0
97.952,0,97.952,3,97.952,0,97.952,0
97.953,1,97.953,0,97.953,0,97.953,2
97.954,1,97.954,2,97.954,1,97.954,0
97.955,0,97.955,0,97.955,2,97.955,0
97.956,1,97.956,0,97.956,0,97.956,1
97.957,0,97.957,0,97.957,1,97.957,0
97.958,0,97.958,0,97.958,0,97.958,0
97.959,1,97.959,1,97.959,0,97.959,0
97.96,2,97.96,1,97.96,1,97.96,0
97.961,0,97.961,0,97.961,0,97.961,0
97.962,0,97.962,0,97.962,0,97.962,0
97.963,0,97.963,0,97.963,0,97.963,0
97.964,0,97.964,0,97.964,0,97.964,0
97.965,0,97.965,0,97.965,0,97.965,0
97.966,1,97.966,0,97.966,1,97.966,0
97.967,0,97.967,0,97.967,0,97.967,0
97.968,0,97.968,0,97.968,0,97.968,0
97.969,0,97.969,0,97.969,0,97.969,0
97.97,0,97.97,0,97.97,0,97.97,0
97.971,1,97.971,0,97.971,0,97.971,0
97.972,0,97.972,3,97.972,0,97.972,0
97.973,1,97.973,0,97.973,0,97.973,2
97.974,1,97.974,2,97.974,1,97.974,0
97.975,0,97.975,0,97.975,2,97.975,0
97.976,1,97.976,0,97.976,0,97.976,1
97.977,0,97.977,0,97.977,1,97.977,0
97.978,0,97.978,0,97.978,0,97.978,0
97.979,1,97.979,1,97.979,0,97.979,0
97.98,2,97.98,1,97.98,1,97.98,0
97.981,0,97.981,0,97.981,0,97.981,0
97.982,0,97.982,0,97.982,0,97.982,0
97.983,0,97.983,0,97.983,0,97.983,0
97.984,0,97.984,0,97.984,0,97.984,0
97.985,0,97.985,0,97.985,0,97.985,0
97.986,1,97.986,0,97.986,1,97.986,0
97.987,0,97.987,0,97.987,0,97.987,0
97.988,0,97.988,0,97.988,0,97.988,0
97.989,0,97.989,0,97.989,0,97.989,0
97.99,0,97.99,0,97.99,0,97.99,0
97.991,1,97.991,0,97.991,0,97.991,0
97.992,1,97.992,3,97.992,0,97.992,0
97.993,1,97.993,0,97.993,0,97.993,2
97.994,1,97.994,2,97.994,1,97.994,0
97.995,0,97.995,0,97.995,2,97.995,0
97.996,1,97.996,0,97.996,0,97.996,1
97.997,0,97.997,0,97.997,1,97.997,0
97.998,0,97.998,1,97.998,0,97.998,0
97.999,1,97.999,1,97.999,0,97.999,0
98,2,98,1,98,1,98,0
98.001,0,98.001,0,98.001,0,98.001,0
98.002,0,98.002,0,98.002,0,98.002,0
98.003,0,98.003,0,98.003,0,98.003,0
98.004,0,98.004,0,98.004,0,98.004,0
98.005,0,98.005,0,98.005,0,98.005,0
98.006,1,98.006,0,98.006,1,98.006,0
98.007,0,98.007,0,98.007,0,98.007,0
98.008,0,98.008,0,98.008,0,98.008,0
98.009,0,98.009,0,98.009,0,98.009,0
98.01,0,98.01,0,98.01,0,98.01,0
98.011,1,98.011,0,98.011,0,98.011,0
98.012,0,98.012,3,98.012,0,98.012,0
98.013,1,98.013,0,98.013,0,98.013,2
98.014,1,98.014,2,98.014,1,98.014,0
98.015,0,98.015,0,98.015,2,98.015,0
98.016,1,98.016,0,98.016,0,98.016,1
98.017,0,98.017,0,98.017,1,98.017,0
98.018,0,98.018,0,98.018,0,98.018,0
98.019,1,98.019,1,98.019,0,98.019,0
98.02,2,98.02,1,98.02,1,98.02,0
98.021,0,98.021,0,98.021,0,98.021,0
98.022,0,98.022,0,98.022,0,98.022,0
98.023,0,98.023,0,98.023,0,98.023,0
98.024,0,98.024,0,98.024,0,98.024,0
98.025,0,98.025,0,98.025,0,98.025,0
98.026,1,98.026,0,98.026,1,98.026,0
98.027,0,98.027,0,98.027,0,98.027,0
98.028,0,98.028,0,98.028,0,98.028,0
98.029,0,98.029,0,98.029,0,98.029,0
98.03,0,98.03,0,98.03,0,98.03,0
98.031,1,98.031,0,98.031,0,98.031,0
98.032,0,98.032,3,98.032,0,98.032,0
98.033,1,98.033,0,98.033,0,98.033,2
98.034,1,98.034,2,98.034,1,98.034,0
98.035,0,98.035,0,98.035,2,98.035,0
98.036,1,98.036,0,98.036,0,98.036,1
98.037,0,98.037,0,98.037,1,98.037,0
98.038,0,98.038,0,98.038,0,98.038,0
98.039,1,98.039,1,98.039,0,98.039,0
98.04,2,98.04,1,98.04,1,98.04,0
98.041,0,98.041,0,98.041,0,98.041,0
98.042,0,98.042,0,98.042,0,98.042,0
98.043,0,98.043,0,98.043,0,98.043,0
98.044,0,98.044,0,98.044,0,98.044,0
98.045,0,98.045,0,98.045,0,98.045,0
98.046,1,98.046,0,98.046,1,98.046,0
98.047,0,98.047,0,98.047,0,98.047,0
98.048,0,98.048,0,98.048,0,98.048,0
98.049,0,98.049,0,98.049,0,98.049,0
98.05,0,98.05,0,98.05,0,98.05,0
98.051,1,98.051,0,98.051,0,98.051,0
98.052,0,98.052,3,98.052,0,98.052,0
98.053,1,98.053,0,98.053,0,98.053,2
98.054,1,98.054,2,98.054,1,98.054,0
98.055,0,98.055,0,98.055,2,98.055,0
98.056,1,98.056,0,98.056,0,98.056,1
98.057,0,98.057,0,98.057,1,98.057,0
98.058,0,98.058,0,98.058,0,98.058,0
98.059,1,98.059,1,98.059,0,98.059,0
98.06,2,98.06,1,98.06,1,98.06,0
98.061,0,98.061,0,98.061,0,98.061,0
98.062,0,98.062,0,98.062,0,98.062,0
98.063,0,98.063,0,98.063,0,98.063,0
98.064,0,98.064,0,98.064,0,98.064,0
98.065,0,98.065,0,98.065,0,98.065,0
98.066,1,98.066,0,98.066,1,98.066,0
98.067,0,98.067,0,98.067,0,98.067,0
98.068,0,98.068,0,98.068,0,98.068,0
98.069,0,98.069,0,98.069,0,98.069,0
98.07,0,98.07,0,98.07,0,98.07,0
98.071,1,98.071,0,98.071,0,98.071,0
98.072,0,98.072,3,98.072,0,98.072,0
98.073,1,98.073,0,98.073,0,98.073,2
98.074,1,98.074,2,98.074,1,98.074,0
98.075,0,98.075,0,98.075,2,98.075,0
98.076,1,98.076,0,98.076,0,98.076,1
98.077,0,98.077,0,98.077,1,98.077,0
98.078,0,98.078,0,98.078,0,98.078,0
98.079,1,98.079,1,98.079,0,98.079,0
98.08,2,98.08,1,98.08,1,98.08,0
98.081,0,98.081,0,98.081,0,98.081,0
98.082,0,98.082,0,98.082,0,98.082,0
98.083,0,98.083,0,98.083,0,98.083,0
98.084,0,98.084,0,98.084,0,98.084,0
98.085,0,98.085,0,98.085,0,98.085,0
98.086,1,98.086,0,98.086,1,98.086,0
98.087,0,98.087,0,98.087,0,98.087,0
98.088,0,98.088,0,98.088,0,98.088,0
98.089,0,98.089,0,98.089,0,98.089,0
98.09,0,98.09,0,98.09,0,98.09,0
98.091,1,98.091,0,98.091,0,98.091,0
98.092,0,98.092,3,98.092,0,98.092,0
98.093,1,98.093,0,98.093,0,98.093,2
98.094,1,98.094,2,98.094,1,98.094,0
98.095,0,98.095,0,98.095,2,98.095,0
98.096,1,98.096,0,98.096,0,98.096,1
98.097,0,98.097,0,98.097,1,98.097,0
98.098,0,98.098,0,98.098,0,98.098,0
98.099,1,98.099,1,98.099,0,98.099,0
98.1,2,98.1,1,98.1,1,98.1,0
98.101,0,98.101,0,98.101,0,98.101,0
98.102,0,98.102,0,98.102,0,98.102,0
98.103,0,98.103,0,98.103,0,98.103,0
98.104,0,98.104,0,98.104,0,98.104,0
98.105,0,98.105,0,98.105,0,98.105,0
98.106,1,98.106,1,98.106,1,98.106,0
98.107,0,98.107,0,98.107,0,98.107,0
98.108,0,98.108,0,98.108,0,98.108,0
98.109,0,98.109,0,98.109,0,98.109,0
98.11,0,98.11,0,98.11,0,98.11,0
98.111,1,98.111,0,98.111,0,98.111,0
98.112,1,98.112,4,98.112,0,98.112,0
98.113,1,98.113,0,98.113,0,98.113,2
98.114,1,98.114,2,98.114,1,98.114,0
98.115,0,98.115,0,98.115,2,98.115,0
98.116,1,98.116,0,98.116,0,98.116,1
98.117,0,98.117,0,98.117,1,98.117,0
98.118,0,98.118,0,98.118,0,98.118,0
98.119,1,98.119,1,98.119,0,98.119,0
98.12,1,98.12,1,98.12,1,98.12,0
98.121,0,98.121,0,98.121,0,98.121,0
98.122,0,98.122,0,98.122,0,98.122,0
98.123,0,98.123,0,98.123,0,98.123,0
98.124,0,98.124,0,98.124,0,98.124,0
98.125,0,98.125,0,98.125,0,98.125,0
98.126,0,98.126,0,98.126,0,98.126,0
98.127,0,98.127,0,98.127,0,98.127,0
98.128,0,98.128,0,98.128,0,98.128,0
98.129,0,98.129,0,98.129,0,98.129,0
98.13,0,98.13,0,98.13,0,98.13,0
98.131,1,98.131,0,98.131,0,98.131,0
98.132,0,98.132,3,98.132,0,98.132,0
98.133,1,98.133,0,98.133,0,98.133,2
98.134,1,98.134,2,98.134,1,98.134,0
98.135,0,98.135,0,98.135,2,98.135,0
98.136,1,98.136,0,98.136,0,98.136,1
98.137,0,98.137,0,98.137,1,98.137,0
98.138,0,98.138,0,98.138,0,98.138,0
98.139,1,98.139,1,98.139,0,98.139,0
98.14,2,98.14,1,98.14,1,98.14,0
98.141,0,98.141,0,98.141,0,98.141,0
98.142,0,98.142,0,98.142,0,98.142,0
98.143,0,98.143,0,98.143,0,98.143,0
98.144,0,98.144,0,98.144,0,98.144,0
98.145,0,98.145,0,98.145,0,98.145,0
98.146,1,98.146,0,98.146,1,98.146,0
98.147,0,98.147,0,98.147,0,98.147,0
98.148,0,98.148,0,98.148,0,98.148,0
98.149,0,98.149,0,98.149,0,98.149,0
98.15,0,98.15,0,98.15,0,98.15,0
98.151,1,98.151,0,98.151,0,98.151,0
98.152,1,98.152,3,98.152,0,98.152,0
98.153,1,98.153,0,98.153,0,98.153,2
98.154,1,98.154,2,98.154,1,98.154,0
98.155,0,98.155,0,98.155,2,98.155,0
98.156,1,98.156,0,98.156,0,98.156,1
98.157,0,98.157,0,98.157,1,98.157,0
98.158,0,98.158,1,98.158,0,98.158,0
98.159,1,98.159,1,98.159,0,98.159,0
98.16,2,98.16,1,98.16,1,98.16,0
98.161,0,98.161,0,98.161,0,98.161,0
98.162,0,98.162,0,98.162,0,98.162,0
98.163,0,98.163,0,98.163,0,98.163,0
98.164,0,98.164,0,98.164,0,98.164,0
98.165,0,98.165,0,98.165,0,98.165,0
98.166,1,98.166,0,98.166,1,98.166,0
98.167,0,98.167,0,98.167,0,98.167,0
98.168,0,98.168,0,98.168,0,98.168,0
98.169,0,98.169,0,98.169,0,98.169,0
98.17,0,98.17,0,98.17,0,98.17,0
98.171,1,98.171,0,98.171,0,98.171,0
98.172,1,98.172,3,98.172,1,98.172,0
98.173,1,98.173,0,98.173,0,98.173,2
98.174,1,98.174,2,98.174,1,98.174,0
98.175,0,98.175,0,98.175,2,98.175,0
98.176,1,98.176,0,98.176,0,98.176,1
98.177,0,98.177,0,98.177,1,98.177,0
98.178,0,98.178,1,98.178,0,98.178,0
98.179,1,98.179,1,98.179,0,98.179,0
98.18,2,98.18,1,98.18,1,98.18,0
